workload,mode,iteration,context_tokens,input_tokens,component,layer,time_us
decode,instrumented,1,32,1,final_norm,-1,18.314
decode,instrumented,1,32,1,lm_head,-1,10199.705
decode,instrumented,1,32,1,head_shard_total,-1,10218.019
decode,instrumented,1,32,1,graph_sum,-1,65072.179
decode,instrumented,1,32,1,llama_decode_wall,-1,65259.801
decode,instrumented,1,32,1,outside_timed_stages,-1,187.622
decode,instrumented,2,32,1,embedding,-1,4.319
decode,instrumented,2,32,1,decoder_layer,0,2207.217
decode,instrumented,2,32,1,decoder_layer,1,2406.077
decode,instrumented,2,32,1,decoder_layer,2,1867.221
decode,instrumented,2,32,1,decoder_layer,3,1943.378
decode,instrumented,2,32,1,decoder_layer,4,1970.271
decode,instrumented,2,32,1,decoder_layer,5,1946.852
decode,instrumented,2,32,1,decoder_layer,6,1932.663
decode,instrumented,2,32,1,decoder_layer,7,1924.243
decode,instrumented,2,32,1,decoder_layer,8,1823.725
decode,instrumented,2,32,1,decoder_layer,9,2169.537
decode,instrumented,2,32,1,decoder_layer,10,2199.168
decode,instrumented,2,32,1,decoder_layer,11,1979.335
decode,instrumented,2,32,1,decoder_layer,12,2357.204
decode,instrumented,2,32,1,decoder_layer,13,1882.041
decode,instrumented,2,32,1,decoder_layer,14,1867.399
decode,instrumented,2,32,1,decoder_layer,15,1814.423
decode,instrumented,2,32,1,decoder_layer,16,1845.508
decode,instrumented,2,32,1,decoder_layer,17,1884.984
decode,instrumented,2,32,1,decoder_layer,18,2011.724
decode,instrumented,2,32,1,decoder_layer,19,1932.787
decode,instrumented,2,32,1,decoder_layer,20,2895.467
decode,instrumented,2,32,1,decoder_layer,21,1968.178
decode,instrumented,2,32,1,decoder_layer,22,1958.365
decode,instrumented,2,32,1,decoder_layer,23,1950.925
decode,instrumented,2,32,1,decoder_layer,24,2022.554
decode,instrumented,2,32,1,decoder_layer,25,2112.041
decode,instrumented,2,32,1,decoder_layer,26,1924.324
decode,instrumented,2,32,1,decoder_layer,27,1942.427
decode,instrumented,2,32,1,decoder_layers_total,-1,56740.038
decode,instrumented,2,32,1,decoder_shard_total,-1,56744.357
decode,instrumented,2,32,1,final_norm,-1,26.964
decode,instrumented,2,32,1,lm_head,-1,10013.426
decode,instrumented,2,32,1,head_shard_total,-1,10040.390
decode,instrumented,2,32,1,graph_sum,-1,66784.747
decode,instrumented,2,32,1,llama_decode_wall,-1,66955.139
decode,instrumented,2,32,1,outside_timed_stages,-1,170.392
decode,instrumented,3,32,1,embedding,-1,3.824
decode,instrumented,3,32,1,decoder_layer,0,2079.332
decode,instrumented,3,32,1,decoder_layer,1,2014.229
decode,instrumented,3,32,1,decoder_layer,2,1825.569
decode,instrumented,3,32,1,decoder_layer,3,1832.326
decode,instrumented,3,32,1,decoder_layer,4,2427.127
decode,instrumented,3,32,1,decoder_layer,5,1868.143
decode,instrumented,3,32,1,decoder_layer,6,1922.427
decode,instrumented,3,32,1,decoder_layer,7,1846.225
decode,instrumented,3,32,1,decoder_layer,8,1897.756
decode,instrumented,3,32,1,decoder_layer,9,2368.797
decode,instrumented,3,32,1,decoder_layer,10,1902.446
decode,instrumented,3,32,1,decoder_layer,11,1861.618
decode,instrumented,3,32,1,decoder_layer,12,1846.691
decode,instrumented,3,32,1,decoder_layer,13,1854.838
decode,instrumented,3,32,1,decoder_layer,14,1921.595
decode,instrumented,3,32,1,decoder_layer,15,1821.299
decode,instrumented,3,32,1,decoder_layer,16,1859.811
decode,instrumented,3,32,1,decoder_layer,17,1971.377
decode,instrumented,3,32,1,decoder_layer,18,2502.556
decode,instrumented,3,32,1,decoder_layer,19,2049.576
decode,instrumented,3,32,1,decoder_layer,20,2081.175
decode,instrumented,3,32,1,decoder_layer,21,2147.823
decode,instrumented,3,32,1,decoder_layer,22,2091.422
decode,instrumented,3,32,1,decoder_layer,23,2052.506
decode,instrumented,3,32,1,decoder_layer,24,2061.414
decode,instrumented,3,32,1,decoder_layer,25,2076.478
decode,instrumented,3,32,1,decoder_layer,26,2096.607
decode,instrumented,3,32,1,decoder_layer,27,2003.725
decode,instrumented,3,32,1,decoder_layers_total,-1,56284.888
decode,instrumented,3,32,1,decoder_shard_total,-1,56288.712
decode,instrumented,3,32,1,final_norm,-1,23.250
decode,instrumented,3,32,1,lm_head,-1,10307.168
decode,instrumented,3,32,1,head_shard_total,-1,10330.418
decode,instrumented,3,32,1,graph_sum,-1,66619.130
decode,instrumented,3,32,1,llama_decode_wall,-1,66786.196
decode,instrumented,3,32,1,outside_timed_stages,-1,167.066
decode,instrumented,4,32,1,embedding,-1,3.614
decode,instrumented,4,32,1,decoder_layer,0,1900.815
decode,instrumented,4,32,1,decoder_layer,1,3532.756
decode,instrumented,4,32,1,decoder_layer,2,1989.054
decode,instrumented,4,32,1,decoder_layer,3,2067.543
decode,instrumented,4,32,1,decoder_layer,4,2015.179
decode,instrumented,4,32,1,decoder_layer,5,2002.555
decode,instrumented,4,32,1,decoder_layer,6,1950.477
decode,instrumented,4,32,1,decoder_layer,7,1899.507
decode,instrumented,4,32,1,decoder_layer,8,2028.200
decode,instrumented,4,32,1,decoder_layer,9,1908.131
decode,instrumented,4,32,1,decoder_layer,10,1863.515
decode,instrumented,4,32,1,decoder_layer,11,1887.935
decode,instrumented,4,32,1,decoder_layer,12,1923.599
decode,instrumented,4,32,1,decoder_layer,13,1896.478
decode,instrumented,4,32,1,decoder_layer,14,1863.118
decode,instrumented,4,32,1,decoder_layer,15,1900.450
decode,instrumented,4,32,1,decoder_layer,16,2058.523
decode,instrumented,4,32,1,decoder_layer,17,2408.051
decode,instrumented,4,32,1,decoder_layer,18,2827.241
decode,instrumented,4,32,1,decoder_layer,19,1998.616
decode,instrumented,4,32,1,decoder_layer,20,1912.621
decode,instrumented,4,32,1,decoder_layer,21,1870.871
decode,instrumented,4,32,1,decoder_layer,22,1871.650
decode,instrumented,4,32,1,decoder_layer,23,1829.669
decode,instrumented,4,32,1,decoder_layer,24,1835.029
decode,instrumented,4,32,1,decoder_layer,25,2068.312
decode,instrumented,4,32,1,decoder_layer,26,1893.542
decode,instrumented,4,32,1,decoder_layer,27,1902.582
decode,instrumented,4,32,1,decoder_layers_total,-1,57106.019
decode,instrumented,4,32,1,decoder_shard_total,-1,57109.633
decode,instrumented,4,32,1,final_norm,-1,19.464
decode,instrumented,4,32,1,lm_head,-1,9870.265
decode,instrumented,4,32,1,head_shard_total,-1,9889.729
decode,instrumented,4,32,1,graph_sum,-1,66999.362
decode,instrumented,4,32,1,llama_decode_wall,-1,67137.642
decode,instrumented,4,32,1,outside_timed_stages,-1,138.280
decode,instrumented,5,32,1,embedding,-1,2.554
decode,instrumented,5,32,1,decoder_layer,0,1932.162
decode,instrumented,5,32,1,decoder_layer,1,1832.610
decode,instrumented,5,32,1,decoder_layer,2,1810.832
decode,instrumented,5,32,1,decoder_layer,3,1956.668
decode,instrumented,5,32,1,decoder_layer,4,1947.741
decode,instrumented,5,32,1,decoder_layer,5,1856.892
decode,instrumented,5,32,1,decoder_layer,6,1835.628
decode,instrumented,5,32,1,decoder_layer,7,1832.762
decode,instrumented,5,32,1,decoder_layer,8,1823.640
decode,instrumented,5,32,1,decoder_layer,9,2327.614
decode,instrumented,5,32,1,decoder_layer,10,1889.714
decode,instrumented,5,32,1,decoder_layer,11,1856.005
decode,instrumented,5,32,1,decoder_layer,12,1833.330
decode,instrumented,5,32,1,decoder_layer,13,1865.860
decode,instrumented,5,32,1,decoder_layer,14,1816.266
decode,instrumented,5,32,1,decoder_layer,15,1808.558
decode,instrumented,5,32,1,decoder_layer,16,1812.364
decode,instrumented,5,32,1,decoder_layer,17,1824.502
decode,instrumented,5,32,1,decoder_layer,18,1899.417
decode,instrumented,5,32,1,decoder_layer,19,1900.452
decode,instrumented,5,32,1,decoder_layer,20,1834.263
decode,instrumented,5,32,1,decoder_layer,21,1839.581
decode,instrumented,5,32,1,decoder_layer,22,1973.623
decode,instrumented,5,32,1,decoder_layer,23,1913.209
decode,instrumented,5,32,1,decoder_layer,24,1875.719
decode,instrumented,5,32,1,decoder_layer,25,1882.242
decode,instrumented,5,32,1,decoder_layer,26,1886.507
decode,instrumented,5,32,1,decoder_layer,27,2120.372
decode,instrumented,5,32,1,decoder_layers_total,-1,52988.533
decode,instrumented,5,32,1,decoder_shard_total,-1,52991.087
decode,instrumented,5,32,1,final_norm,-1,32.478
decode,instrumented,5,32,1,lm_head,-1,10059.977
decode,instrumented,5,32,1,head_shard_total,-1,10092.455
decode,instrumented,5,32,1,graph_sum,-1,63083.542
decode,instrumented,5,32,1,llama_decode_wall,-1,63227.645
decode,instrumented,5,32,1,outside_timed_stages,-1,144.103
decode,instrumented,6,32,1,embedding,-1,4.000
decode,instrumented,6,32,1,decoder_layer,0,1922.263
decode,instrumented,6,32,1,decoder_layer,1,1898.027
decode,instrumented,6,32,1,decoder_layer,2,2736.462
decode,instrumented,6,32,1,decoder_layer,3,1955.274
decode,instrumented,6,32,1,decoder_layer,4,3665.997
decode,instrumented,6,32,1,decoder_layer,5,1927.780
decode,instrumented,6,32,1,decoder_layer,6,2068.808
decode,instrumented,6,32,1,decoder_layer,7,2007.100
decode,instrumented,6,32,1,decoder_layer,8,2016.475
decode,instrumented,6,32,1,decoder_layer,9,2566.925
decode,instrumented,6,32,1,decoder_layer,10,5398.217
decode,instrumented,6,32,1,decoder_layer,11,2025.471
decode,instrumented,6,32,1,decoder_layer,12,2034.251
decode,instrumented,6,32,1,decoder_layer,13,2024.523
decode,instrumented,6,32,1,decoder_layer,14,1963.743
decode,instrumented,6,32,1,decoder_layer,15,2116.389
decode,instrumented,6,32,1,decoder_layer,16,2067.535
decode,instrumented,6,32,1,decoder_layer,17,1988.166
decode,instrumented,6,32,1,decoder_layer,18,1957.609
decode,instrumented,6,32,1,decoder_layer,19,1925.739
decode,instrumented,6,32,1,decoder_layer,20,1876.395
decode,instrumented,6,32,1,decoder_layer,21,1850.921
decode,instrumented,6,32,1,decoder_layer,22,1882.711
decode,instrumented,6,32,1,decoder_layer,23,1883.572
decode,instrumented,6,32,1,decoder_layer,24,2170.945
decode,instrumented,6,32,1,decoder_layer,25,1909.110
decode,instrumented,6,32,1,decoder_layer,26,1866.323
decode,instrumented,6,32,1,decoder_layer,27,1882.310
decode,instrumented,6,32,1,decoder_layers_total,-1,61589.041
decode,instrumented,6,32,1,decoder_shard_total,-1,61593.041
decode,instrumented,6,32,1,final_norm,-1,18.330
decode,instrumented,6,32,1,lm_head,-1,10109.801
decode,instrumented,6,32,1,head_shard_total,-1,10128.131
decode,instrumented,6,32,1,graph_sum,-1,71721.172
decode,instrumented,6,32,1,llama_decode_wall,-1,71888.835
decode,instrumented,6,32,1,outside_timed_stages,-1,167.663
decode,instrumented,7,32,1,embedding,-1,6.572
decode,instrumented,7,32,1,decoder_layer,0,2015.911
decode,instrumented,7,32,1,decoder_layer,1,1841.642
decode,instrumented,7,32,1,decoder_layer,2,1803.582
decode,instrumented,7,32,1,decoder_layer,3,1952.429
decode,instrumented,7,32,1,decoder_layer,4,1885.039
decode,instrumented,7,32,1,decoder_layer,5,1845.759
decode,instrumented,7,32,1,decoder_layer,6,1879.745
decode,instrumented,7,32,1,decoder_layer,7,1926.217
decode,instrumented,7,32,1,decoder_layer,8,2030.236
decode,instrumented,7,32,1,decoder_layer,9,1942.151
decode,instrumented,7,32,1,decoder_layer,10,1855.991
decode,instrumented,7,32,1,decoder_layer,11,1865.560
decode,instrumented,7,32,1,decoder_layer,12,1883.695
decode,instrumented,7,32,1,decoder_layer,13,1953.921
decode,instrumented,7,32,1,decoder_layer,14,1844.905
decode,instrumented,7,32,1,decoder_layer,15,1881.327
decode,instrumented,7,32,1,decoder_layer,16,1909.646
decode,instrumented,7,32,1,decoder_layer,17,2501.962
decode,instrumented,7,32,1,decoder_layer,18,1877.749
decode,instrumented,7,32,1,decoder_layer,19,1869.477
decode,instrumented,7,32,1,decoder_layer,20,2056.227
decode,instrumented,7,32,1,decoder_layer,21,1917.165
decode,instrumented,7,32,1,decoder_layer,22,1870.488
decode,instrumented,7,32,1,decoder_layer,23,1882.181
decode,instrumented,7,32,1,decoder_layer,24,1875.098
decode,instrumented,7,32,1,decoder_layer,25,2447.114
decode,instrumented,7,32,1,decoder_layer,26,2149.061
decode,instrumented,7,32,1,decoder_layer,27,2018.904
decode,instrumented,7,32,1,decoder_layers_total,-1,54783.182
decode,instrumented,7,32,1,decoder_shard_total,-1,54789.754
decode,instrumented,7,32,1,final_norm,-1,38.972
decode,instrumented,7,32,1,lm_head,-1,9806.451
decode,instrumented,7,32,1,head_shard_total,-1,9845.423
decode,instrumented,7,32,1,graph_sum,-1,64635.177
decode,instrumented,7,32,1,llama_decode_wall,-1,64810.801
decode,instrumented,7,32,1,outside_timed_stages,-1,175.624
decode,instrumented,8,32,1,embedding,-1,6.268
decode,instrumented,8,32,1,decoder_layer,0,1910.353
decode,instrumented,8,32,1,decoder_layer,1,1903.158
decode,instrumented,8,32,1,decoder_layer,2,1950.486
decode,instrumented,8,32,1,decoder_layer,3,1961.826
decode,instrumented,8,32,1,decoder_layer,4,1891.557
decode,instrumented,8,32,1,decoder_layer,5,1887.176
decode,instrumented,8,32,1,decoder_layer,6,1847.586
decode,instrumented,8,32,1,decoder_layer,7,1852.608
decode,instrumented,8,32,1,decoder_layer,8,1863.282
decode,instrumented,8,32,1,decoder_layer,9,2271.129
decode,instrumented,8,32,1,decoder_layer,10,1859.532
decode,instrumented,8,32,1,decoder_layer,11,1872.566
decode,instrumented,8,32,1,decoder_layer,12,1818.797
decode,instrumented,8,32,1,decoder_layer,13,1846.730
decode,instrumented,8,32,1,decoder_layer,14,2935.968
decode,instrumented,8,32,1,decoder_layer,15,1855.164
decode,instrumented,8,32,1,decoder_layer,16,1847.450
decode,instrumented,8,32,1,decoder_layer,17,1943.920
decode,instrumented,8,32,1,decoder_layer,18,1912.533
decode,instrumented,8,32,1,decoder_layer,19,1911.997
decode,instrumented,8,32,1,decoder_layer,20,1940.713
decode,instrumented,8,32,1,decoder_layer,21,2021.519
decode,instrumented,8,32,1,decoder_layer,22,1941.871
decode,instrumented,8,32,1,decoder_layer,23,1880.358
decode,instrumented,8,32,1,decoder_layer,24,2066.457
decode,instrumented,8,32,1,decoder_layer,25,2673.665
decode,instrumented,8,32,1,decoder_layer,26,2478.333
decode,instrumented,8,32,1,decoder_layer,27,1959.306
decode,instrumented,8,32,1,decoder_layers_total,-1,56106.040
decode,instrumented,8,32,1,decoder_shard_total,-1,56112.308
decode,instrumented,8,32,1,final_norm,-1,33.122
decode,instrumented,8,32,1,lm_head,-1,10484.150
decode,instrumented,8,32,1,head_shard_total,-1,10517.272
decode,instrumented,8,32,1,graph_sum,-1,66629.580
decode,instrumented,8,32,1,llama_decode_wall,-1,66821.259
decode,instrumented,8,32,1,outside_timed_stages,-1,191.679
decode,instrumented,9,32,1,embedding,-1,3.299
decode,instrumented,9,32,1,decoder_layer,0,2150.420
decode,instrumented,9,32,1,decoder_layer,1,2075.730
decode,instrumented,9,32,1,decoder_layer,2,2002.852
decode,instrumented,9,32,1,decoder_layer,3,2080.592
decode,instrumented,9,32,1,decoder_layer,4,2465.405
decode,instrumented,9,32,1,decoder_layer,5,1942.374
decode,instrumented,9,32,1,decoder_layer,6,1865.898
decode,instrumented,9,32,1,decoder_layer,7,1886.594
decode,instrumented,9,32,1,decoder_layer,8,2672.938
decode,instrumented,9,32,1,decoder_layer,9,2042.154
decode,instrumented,9,32,1,decoder_layer,10,2019.318
decode,instrumented,9,32,1,decoder_layer,11,2018.926
decode,instrumented,9,32,1,decoder_layer,12,1946.172
decode,instrumented,9,32,1,decoder_layer,13,1971.798
decode,instrumented,9,32,1,decoder_layer,14,2025.668
decode,instrumented,9,32,1,decoder_layer,15,1956.537
decode,instrumented,9,32,1,decoder_layer,16,2708.375
decode,instrumented,9,32,1,decoder_layer,17,2042.253
decode,instrumented,9,32,1,decoder_layer,18,1858.021
decode,instrumented,9,32,1,decoder_layer,19,1858.408
decode,instrumented,9,32,1,decoder_layer,20,1857.164
decode,instrumented,9,32,1,decoder_layer,21,1849.759
decode,instrumented,9,32,1,decoder_layer,22,1901.555
decode,instrumented,9,32,1,decoder_layer,23,1925.655
decode,instrumented,9,32,1,decoder_layer,24,2070.307
decode,instrumented,9,32,1,decoder_layer,25,2342.723
decode,instrumented,9,32,1,decoder_layer,26,1993.124
decode,instrumented,9,32,1,decoder_layer,27,1994.483
decode,instrumented,9,32,1,decoder_layers_total,-1,57525.203
decode,instrumented,9,32,1,decoder_shard_total,-1,57528.502
decode,instrumented,9,32,1,final_norm,-1,21.363
decode,instrumented,9,32,1,lm_head,-1,10306.357
decode,instrumented,9,32,1,head_shard_total,-1,10327.720
decode,instrumented,9,32,1,graph_sum,-1,67856.222
decode,instrumented,9,32,1,llama_decode_wall,-1,68012.467
decode,instrumented,9,32,1,outside_timed_stages,-1,156.245
decode,instrumented,10,32,1,embedding,-1,5.793
decode,instrumented,10,32,1,decoder_layer,0,2070.776
decode,instrumented,10,32,1,decoder_layer,1,2062.585
decode,instrumented,10,32,1,decoder_layer,2,4002.651
decode,instrumented,10,32,1,decoder_layer,3,1931.001
decode,instrumented,10,32,1,decoder_layer,4,1879.016
decode,instrumented,10,32,1,decoder_layer,5,1896.837
decode,instrumented,10,32,1,decoder_layer,6,1893.050
decode,instrumented,10,32,1,decoder_layer,7,2216.162
decode,instrumented,10,32,1,decoder_layer,8,1957.831
decode,instrumented,10,32,1,decoder_layer,9,1919.419
decode,instrumented,10,32,1,decoder_layer,10,1886.743
decode,instrumented,10,32,1,decoder_layer,11,4330.536
decode,instrumented,10,32,1,decoder_layer,12,1898.949
decode,instrumented,10,32,1,decoder_layer,13,1871.628
decode,instrumented,10,32,1,decoder_layer,14,2150.515
decode,instrumented,10,32,1,decoder_layer,15,1944.761
decode,instrumented,10,32,1,decoder_layer,16,1858.393
decode,instrumented,10,32,1,decoder_layer,17,1885.972
decode,instrumented,10,32,1,decoder_layer,18,1901.196
decode,instrumented,10,32,1,decoder_layer,19,2038.824
decode,instrumented,10,32,1,decoder_layer,20,1921.519
decode,instrumented,10,32,1,decoder_layer,21,1916.903
decode,instrumented,10,32,1,decoder_layer,22,1941.676
decode,instrumented,10,32,1,decoder_layer,23,2259.355
decode,instrumented,10,32,1,decoder_layer,24,2012.275
decode,instrumented,10,32,1,decoder_layer,25,2018.442
decode,instrumented,10,32,1,decoder_layer,26,2028.699
decode,instrumented,10,32,1,decoder_layer,27,2089.707
decode,instrumented,10,32,1,decoder_layers_total,-1,59785.421
decode,instrumented,10,32,1,decoder_shard_total,-1,59791.214
decode,instrumented,10,32,1,final_norm,-1,25.273
decode,instrumented,10,32,1,lm_head,-1,10057.354
decode,instrumented,10,32,1,head_shard_total,-1,10082.627
decode,instrumented,10,32,1,graph_sum,-1,69873.841
decode,instrumented,10,32,1,llama_decode_wall,-1,70035.793
decode,instrumented,10,32,1,outside_timed_stages,-1,161.952
decode,instrumented,11,32,1,embedding,-1,5.843
decode,instrumented,11,32,1,decoder_layer,0,1982.573
decode,instrumented,11,32,1,decoder_layer,1,3223.104
decode,instrumented,11,32,1,decoder_layer,2,1975.158
decode,instrumented,11,32,1,decoder_layer,3,1906.647
decode,instrumented,11,32,1,decoder_layer,4,1900.694
decode,instrumented,11,32,1,decoder_layer,5,2134.264
decode,instrumented,11,32,1,decoder_layer,6,2840.260
decode,instrumented,11,32,1,decoder_layer,7,2043.742
decode,instrumented,11,32,1,decoder_layer,8,1952.118
decode,instrumented,11,32,1,decoder_layer,9,1981.658
decode,instrumented,11,32,1,decoder_layer,10,1951.793
decode,instrumented,11,32,1,decoder_layer,11,1939.948
decode,instrumented,11,32,1,decoder_layer,12,1974.202
decode,instrumented,11,32,1,decoder_layer,13,1952.553
decode,instrumented,11,32,1,decoder_layer,14,2182.928
decode,instrumented,11,32,1,decoder_layer,15,2045.255
decode,instrumented,11,32,1,decoder_layer,16,3360.758
decode,instrumented,11,32,1,decoder_layer,17,1872.254
decode,instrumented,11,32,1,decoder_layer,18,1824.625
decode,instrumented,11,32,1,decoder_layer,19,1855.860
decode,instrumented,11,32,1,decoder_layer,20,1895.574
decode,instrumented,11,32,1,decoder_layer,21,2070.949
decode,instrumented,11,32,1,decoder_layer,22,2035.874
decode,instrumented,11,32,1,decoder_layer,23,1877.529
decode,instrumented,11,32,1,decoder_layer,24,1878.906
decode,instrumented,11,32,1,decoder_layer,25,2495.372
decode,instrumented,11,32,1,decoder_layer,26,1858.820
decode,instrumented,11,32,1,decoder_layer,27,1911.680
decode,instrumented,11,32,1,decoder_layers_total,-1,58925.098
decode,instrumented,11,32,1,decoder_shard_total,-1,58930.941
decode,instrumented,11,32,1,final_norm,-1,36.380
decode,instrumented,11,32,1,lm_head,-1,9982.563
decode,instrumented,11,32,1,head_shard_total,-1,10018.943
decode,instrumented,11,32,1,graph_sum,-1,68949.884
decode,instrumented,11,32,1,llama_decode_wall,-1,69126.355
decode,instrumented,11,32,1,outside_timed_stages,-1,176.471
decode,instrumented,12,32,1,embedding,-1,6.190
decode,instrumented,12,32,1,decoder_layer,0,2065.242
decode,instrumented,12,32,1,decoder_layer,1,1821.492
decode,instrumented,12,32,1,decoder_layer,2,1853.357
decode,instrumented,12,32,1,decoder_layer,3,1877.961
decode,instrumented,12,32,1,decoder_layer,4,1901.601
decode,instrumented,12,32,1,decoder_layer,5,2201.707
decode,instrumented,12,32,1,decoder_layer,6,2167.321
decode,instrumented,12,32,1,decoder_layer,7,1954.108
decode,instrumented,12,32,1,decoder_layer,8,2040.186
decode,instrumented,12,32,1,decoder_layer,9,2678.035
decode,instrumented,12,32,1,decoder_layer,10,1840.134
decode,instrumented,12,32,1,decoder_layer,11,1827.226
decode,instrumented,12,32,1,decoder_layer,12,1812.436
decode,instrumented,12,32,1,decoder_layer,13,1927.133
decode,instrumented,12,32,1,decoder_layer,14,2031.147
decode,instrumented,12,32,1,decoder_layer,15,2043.256
decode,instrumented,12,32,1,decoder_layer,16,2033.851
decode,instrumented,12,32,1,decoder_layer,17,2024.521
decode,instrumented,12,32,1,decoder_layer,18,1921.939
decode,instrumented,12,32,1,decoder_layer,19,1901.398
decode,instrumented,12,32,1,decoder_layer,20,2103.739
decode,instrumented,12,32,1,decoder_layer,21,2053.874
decode,instrumented,12,32,1,decoder_layer,22,2050.556
decode,instrumented,12,32,1,decoder_layer,23,1917.509
decode,instrumented,12,32,1,decoder_layer,24,1836.437
decode,instrumented,12,32,1,decoder_layer,25,2219.054
decode,instrumented,12,32,1,decoder_layer,26,1867.471
decode,instrumented,12,32,1,decoder_layer,27,1850.845
decode,instrumented,12,32,1,decoder_layers_total,-1,55823.536
decode,instrumented,12,32,1,decoder_shard_total,-1,55829.726
decode,instrumented,12,32,1,final_norm,-1,18.217
decode,instrumented,12,32,1,lm_head,-1,9975.403
decode,instrumented,12,32,1,head_shard_total,-1,9993.620
decode,instrumented,12,32,1,graph_sum,-1,65823.346
decode,instrumented,12,32,1,llama_decode_wall,-1,66016.356
decode,instrumented,12,32,1,outside_timed_stages,-1,193.010
decode,instrumented,13,32,1,embedding,-1,3.238
decode,instrumented,13,32,1,decoder_layer,0,2007.406
decode,instrumented,13,32,1,decoder_layer,1,1917.636
decode,instrumented,13,32,1,decoder_layer,2,1827.604
decode,instrumented,13,32,1,decoder_layer,3,1905.511
decode,instrumented,13,32,1,decoder_layer,4,1866.983
decode,instrumented,13,32,1,decoder_layer,5,1967.896
decode,instrumented,13,32,1,decoder_layer,6,2796.657
decode,instrumented,13,32,1,decoder_layer,7,1876.166
decode,instrumented,13,32,1,decoder_layer,8,3275.970
decode,instrumented,13,32,1,decoder_layer,9,1859.751
decode,instrumented,13,32,1,decoder_layer,10,2732.440
decode,instrumented,13,32,1,decoder_layer,11,1964.148
decode,instrumented,13,32,1,decoder_layer,12,1844.700
decode,instrumented,13,32,1,decoder_layer,13,2042.545
decode,instrumented,13,32,1,decoder_layer,14,1871.491
decode,instrumented,13,32,1,decoder_layer,15,1821.764
decode,instrumented,13,32,1,decoder_layer,16,1921.286
decode,instrumented,13,32,1,decoder_layer,17,3650.544
decode,instrumented,13,32,1,decoder_layer,18,1827.414
decode,instrumented,13,32,1,decoder_layer,19,1855.902
decode,instrumented,13,32,1,decoder_layer,20,2055.985
decode,instrumented,13,32,1,decoder_layer,21,2208.565
decode,instrumented,13,32,1,decoder_layer,22,2070.972
decode,instrumented,13,32,1,decoder_layer,23,2022.235
decode,instrumented,13,32,1,decoder_layer,24,1907.972
decode,instrumented,13,32,1,decoder_layer,25,1929.782
decode,instrumented,13,32,1,decoder_layer,26,1859.297
decode,instrumented,13,32,1,decoder_layer,27,3382.025
decode,instrumented,13,32,1,decoder_layers_total,-1,60270.647
decode,instrumented,13,32,1,decoder_shard_total,-1,60273.885
decode,instrumented,13,32,1,final_norm,-1,49.868
decode,instrumented,13,32,1,lm_head,-1,10091.150
decode,instrumented,13,32,1,head_shard_total,-1,10141.018
decode,instrumented,13,32,1,graph_sum,-1,70414.903
decode,instrumented,13,32,1,llama_decode_wall,-1,70582.756
decode,instrumented,13,32,1,outside_timed_stages,-1,167.853
decode,instrumented,14,32,1,embedding,-1,6.270
decode,instrumented,14,32,1,decoder_layer,0,2065.309
decode,instrumented,14,32,1,decoder_layer,1,1959.253
decode,instrumented,14,32,1,decoder_layer,2,1965.979
decode,instrumented,14,32,1,decoder_layer,3,2579.689
decode,instrumented,14,32,1,decoder_layer,4,2010.046
decode,instrumented,14,32,1,decoder_layer,5,1975.921
decode,instrumented,14,32,1,decoder_layer,6,1971.229
decode,instrumented,14,32,1,decoder_layer,7,2024.260
decode,instrumented,14,32,1,decoder_layer,8,1875.590
decode,instrumented,14,32,1,decoder_layer,9,1884.714
decode,instrumented,14,32,1,decoder_layer,10,1865.680
decode,instrumented,14,32,1,decoder_layer,11,1908.512
decode,instrumented,14,32,1,decoder_layer,12,2048.630
decode,instrumented,14,32,1,decoder_layer,13,1948.921
decode,instrumented,14,32,1,decoder_layer,14,1890.319
decode,instrumented,14,32,1,decoder_layer,15,2540.528
decode,instrumented,14,32,1,decoder_layer,16,2727.699
decode,instrumented,14,32,1,decoder_layer,17,1846.562
decode,instrumented,14,32,1,decoder_layer,18,1827.417
decode,instrumented,14,32,1,decoder_layer,19,1953.184
decode,instrumented,14,32,1,decoder_layer,20,2746.392
decode,instrumented,14,32,1,decoder_layer,21,1979.090
decode,instrumented,14,32,1,decoder_layer,22,2001.297
decode,instrumented,14,32,1,decoder_layer,23,1890.993
decode,instrumented,14,32,1,decoder_layer,24,1882.048
decode,instrumented,14,32,1,decoder_layer,25,1853.836
decode,instrumented,14,32,1,decoder_layer,26,1915.296
decode,instrumented,14,32,1,decoder_layer,27,1872.152
decode,instrumented,14,32,1,decoder_layers_total,-1,57010.546
decode,instrumented,14,32,1,decoder_shard_total,-1,57016.816
decode,instrumented,14,32,1,final_norm,-1,20.688
decode,instrumented,14,32,1,lm_head,-1,10297.470
decode,instrumented,14,32,1,head_shard_total,-1,10318.158
decode,instrumented,14,32,1,graph_sum,-1,67334.974
decode,instrumented,14,32,1,llama_decode_wall,-1,67526.306
decode,instrumented,14,32,1,outside_timed_stages,-1,191.332
decode,instrumented,15,32,1,embedding,-1,6.268
decode,instrumented,15,32,1,decoder_layer,0,1965.660
decode,instrumented,15,32,1,decoder_layer,1,1842.002
decode,instrumented,15,32,1,decoder_layer,2,1859.057
decode,instrumented,15,32,1,decoder_layer,3,2022.749
decode,instrumented,15,32,1,decoder_layer,4,2071.386
decode,instrumented,15,32,1,decoder_layer,5,2013.211
decode,instrumented,15,32,1,decoder_layer,6,2114.332
decode,instrumented,15,32,1,decoder_layer,7,2155.186
