platform,backend,model,parameter_class,weight_quantization,test_type,length_tokens,metric,value,unit,direction,statistic,repetitions,status,source_file,notes
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,1024,total_context_state,90.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1153_prefill_text_1024_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,2048,prefill_throughput,29.670,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2177_prefill_text_2048_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,2048,process_peak_rss,5930.900,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2177_prefill_text_2048_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,2048,attention_kv_cache,72.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2177_prefill_text_2048_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,2048,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2177_prefill_text_2048_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,2048,total_context_state,122.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2177_prefill_text_2048_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,3072,prefill_throughput,28.400,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3201_prefill_text_3072_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,3072,process_peak_rss,5931.660,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3201_prefill_text_3072_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,3072,attention_kv_cache,104.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3201_prefill_text_3072_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,3072,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3201_prefill_text_3072_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,3072,total_context_state,154.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3201_prefill_text_3072_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,4096,prefill_throughput,27.430,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4225_prefill_text_4096_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,4096,process_peak_rss,5678.660,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4225_prefill_text_4096_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,4096,attention_kv_cache,136.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4225_prefill_text_4096_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,4096,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4225_prefill_text_4096_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,4096,total_context_state,186.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4225_prefill_text_4096_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,8192,prefill_throughput,24.200,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8321_prefill_text_8192_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,8192,process_peak_rss,5762.690,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8321_prefill_text_8192_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,8192,attention_kv_cache,264.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8321_prefill_text_8192_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,8192,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8321_prefill_text_8192_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,8192,total_context_state,314.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8321_prefill_text_8192_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,16384,prefill_throughput,18.690,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16513_prefill_text_16384_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,16384,process_peak_rss,5962.340,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16513_prefill_text_16384_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,16384,attention_kv_cache,520.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16513_prefill_text_16384_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,16384,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16513_prefill_text_16384_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,16384,total_context_state,570.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16513_prefill_text_16384_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,32768,prefill_throughput,12.670,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m32897_prefill_text_32768_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,32768,process_peak_rss,7252.770,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m32897_prefill_text_32768_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,32768,attention_kv_cache,1032.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m32897_prefill_text_32768_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,32768,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m32897_prefill_text_32768_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,32768,total_context_state,1082.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m32897_prefill_text_32768_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,1024,long_generation_decode_throughput,7.830,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1280_decode_text_1024_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,1024,process_peak_rss,5931.310,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1280_decode_text_1024_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,1024,attention_kv_cache,40.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1280_decode_text_1024_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,1024,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1280_decode_text_1024_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,1024,total_context_state,90.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1280_decode_text_1024_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,2048,long_generation_decode_throughput,6.420,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2304_decode_text_2048_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,2048,process_peak_rss,5895.270,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2304_decode_text_2048_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,2048,attention_kv_cache,72.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2304_decode_text_2048_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,2048,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2304_decode_text_2048_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,2048,total_context_state,122.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m2304_decode_text_2048_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,3072,long_generation_decode_throughput,6.140,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3328_decode_text_3072_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,3072,process_peak_rss,5658.650,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3328_decode_text_3072_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,3072,attention_kv_cache,104.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3328_decode_text_3072_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,3072,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3328_decode_text_3072_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,3072,total_context_state,154.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m3328_decode_text_3072_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,4096,long_generation_decode_throughput,5.590,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4352_decode_text_4096_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,4096,process_peak_rss,5366.700,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4352_decode_text_4096_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,4096,attention_kv_cache,136.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4352_decode_text_4096_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,4096,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4352_decode_text_4096_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,4096,total_context_state,186.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m4352_decode_text_4096_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,8192,long_generation_decode_throughput,5.760,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8448_decode_text_8192_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,8192,process_peak_rss,5542.220,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8448_decode_text_8192_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,8192,attention_kv_cache,264.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8448_decode_text_8192_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,8192,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8448_decode_text_8192_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,8192,total_context_state,314.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m8448_decode_text_8192_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,16384,long_generation_decode_throughput,5.030,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16640_decode_text_16384_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,16384,process_peak_rss,5812.070,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16640_decode_text_16384_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,16384,attention_kv_cache,520.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16640_decode_text_16384_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,16384,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16640_decode_text_16384_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,16384,total_context_state,570.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m16640_decode_text_16384_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,32768,long_generation_decode_throughput,1.540,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m33024_decode_text_32768_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,32768,process_peak_rss,6143.080,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m33024_decode_text_32768_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,32768,attention_kv_cache,1032.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m33024_decode_text_32768_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,32768,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m33024_decode_text_32768_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,long_generation_decode,32768,total_context_state,1082.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m33024_decode_text_32768_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,long_generation_decode,1024,long_generation_decode_throughput,2.480,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-174004-qwen3-8b-resume/Qwen3-8B_m1280_decode_text_1024_r1.log,128-token prompt followed by length_tokens generated tokens
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,long_generation_decode,2048,long_generation_decode_throughput,2.110,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-174004-qwen3-8b-resume/Qwen3-8B_m2304_decode_text_2048_r1.log,128-token prompt followed by length_tokens generated tokens
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,long_generation_decode,3072,long_generation_decode_throughput,2.040,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-174004-qwen3-8b-resume/Qwen3-8B_m3328_decode_text_3072_r1.log,128-token prompt followed by length_tokens generated tokens
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,long_generation_decode,4096,long_generation_decode_throughput,1.910,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-174004-qwen3-8b-resume/Qwen3-8B_m4352_decode_text_4096_r1.log,128-token prompt followed by length_tokens generated tokens
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,long_generation_decode,8192,long_generation_decode_throughput,1.530,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-174004-qwen3-8b-resume/Qwen3-8B_m8448_decode_text_8192_r1.log,128-token prompt followed by length_tokens generated tokens
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,long_generation_decode,16384,long_generation_decode_throughput,1.140,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-174004-qwen3-8b-resume/Qwen3-8B_m16640_decode_text_16384_r1.log,128-token prompt followed by length_tokens generated tokens
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,long_generation_decode,32768,long_generation_decode_throughput,0.730,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-174004-qwen3-8b-resume/Qwen3-8B_m33024_decode_text_32768_r1.log,128-token prompt followed by length_tokens generated tokens
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,prefill,1024,prefill_throughput,44.310,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-095519/Qwen3-8B_m1153_prefill_text_1024_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,prefill,2048,prefill_throughput,37.580,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-095519/Qwen3-8B_m2177_prefill_text_2048_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,prefill,3072,prefill_throughput,29.070,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-095519/Qwen3-8B_m3201_prefill_text_3072_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3-8B（8.19B）,8.19B,Q4_0,prefill,4096,prefill_throughput,21.840,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/workspace/llama.cpp/cpu-text-bench-logs/20260821-095519/Qwen3-8B_m4225_prefill_text_4096_r1.log,prompt evaluation; one generated token only closes the run
